City,Latitude,Longitude,Population,Land Area,Water Area
"Alief, Houston, TX, USA",29.68272,-95.593239,106657,28.06,1.34
"Suitland, Suitland-Silver Hill, MD, USA",38.84861,-76.924446,106657,28.06,1.34
"Covina, CA, USA",34.090008,-117.890343,51268,7.04,0.01
"New Orleans, LA, USA",29.951065,-90.071533,383997,169.42,180.43
"Levittown, NY, USA",40.725933,-73.51429,51758,6.81,0.03
"Arvada, CO, USA",39.803261,-105.090408,124402,38.91,0.66
"Prichard, Mobile, AL, USA",30.73918,-88.080482,124402,38.91,0.66
"San Tan Valley, AZ, USA",33.170277,-111.57222,96692,38.91,0.66
"Livonia, MI, USA",42.36837,-83.352707,95535,35.7,0.16
"Conroe, TX, USA",30.311876,-95.456055,89956,71.97,0.8
"Saint Paul, MN, USA",44.953705,-93.089958,311527,51.97,4.13
"Irving, TX, USA",32.819595,-96.945419,256684,66.98,0.99
"Pomona, CA, USA",34.055103,-117.749992,151713,22.98,0.01
"Avondale, AZ, USA",33.435596,-112.349602,89334,47.62,0.26
"Portsmouth, VA, USA",36.835426,-76.298271,97840,33.3,13.38
"Newport Beach, CA, USA",33.628342,-117.927933,85239,23.79,29.13
"Ventura, CA, USA",34.274647,-119.229034,110763,21.89,10.41
"Springdale, AR, USA",36.186745,-94.128815,84161,49.2,0.51
"Palo Alto, CA, USA",37.468319,-122.143936,68572,24.1,1.91
"Spokane, WA, USA",47.658779,-117.426048,228989,68.76,0.74
"Moreno Valley, CA, USA",33.942467,-117.229675,208634,51.3,0.21
"Gilbert, AZ, USA",33.360355,-111.801682,267918,68.59,0.2
"Lawton, OK, USA",34.603565,-98.395927,90381,81.44,0.03
"Meriden, CT, USA",41.546616,-72.78923,60850,23.8,0.36
"Dorchester, Boston, MA, USA",42.302708,-71.072105,91982134000,18.99,0.12
"Cedar Park, TX, USA",30.505198,-97.82029,77595,25.5,0.2
"St. Peters, MO, USA",38.787472,-90.62989,57732,22.46,0.0
"Grand Island, NE, USA",40.929077,-98.368149,53131,30.09,0.2
"Shawnee, KS, USA",39.022846,-94.715187,67311,41.98,0.89
"Glenwood Springs, CO, USA",39.563354,-107.332993,67311,41.98,0.89
"Hawthorne, CA, USA",33.919434,-118.353996,88083,6.08,0.01
"Temple, TX, USA",31.105862,-97.353287,82073,71.17,4.84
"Silver Spring, MD, USA",38.994373,-77.029778,81015,7.88,0.03
"Mira Mesa, San Diego, CA, USA",32.918476,-117.138237,81015,7.88,0.03
"Sunrise Manor, NV, USA",36.211082,-115.073059,205618,33.71,0.0
"Manchester, NH, USA",43.008663,-71.454391,115644,33.07,1.87
"Baton Rouge, LA, USA",30.471165,-91.147385,227470,86.32,2.2
"Bakersfield, CA, USA",35.393528,-119.043732,403455,149.81,1.46
"San Marcos, TX, USA",29.890661,-97.91153,67553,35.59,0.12
"Grand Prairie, TX, USA",32.738773,-97.003098,175396,72.57,8.9
"Greeley, CO, USA",40.391537,-104.681168,108795,48.933,0.159
"Broomfield, CO, USA",39.92054,-105.086647,74112,32.968,0.58
"Boulder, CO, USA",40.014984,-105.270546,108250,26.328,1.038
"Westminster, CO, USA",39.842285,-105.043716,116317,31.585,2.313
"Arvada, CO, USA",39.802765,-105.087486,124402,38.91,0.66
"Costa Mesa, CA, USA",33.641132,-117.918671,111918,15.81,0.01
"Santa Monica, CA, USA",34.024212,-118.496475,93076,8.41,7.58
"Santa Clara, CA, USA",37.354107,-121.955238,127647,18.28,7.58
"Anchorage, AK, USA",61.217381,-149.863129,291247,1706.89,239.8
"Idaho Falls, ID, USA",43.49165,-112.033966,64818,24.0,0.56
"Cape Coral, FL, USA",26.562855,-81.949532,1940162,106.03,13.38
"McKinney, TX, USA",33.214561,-96.614456,195308,66.96,0.74
"Lawndale, CA, USA",33.888088,-118.353477,195308,66.96,0.74
"Bethesda, MD, USA",38.984653,-77.094711,68056,13.26,0.07
"Loveland, CO, USA",40.398857,-105.052643,763783,34.41,1.48
"Durham, NC, USA",35.994034,-78.898621,283506,115.36,0.82
"Tacoma, WA, USA",47.258728,-122.465973,219346,49.71,12.71
"Daytona Beach, FL, USA",29.218103,-81.031723,72647,65.59,2.6
"Beaumont, TX, USA",30.080173,-94.126556,115282,82.46,
"Frisco, TX, USA",33.155373,-96.818733,200509,68.64,0.56
"Cedar Rapids, IA, USA",41.977879,-91.665627,137710,73.03,1.23
"Salinas, CA, USA",36.677738,-121.655502,163542,23.42,0.03
"Kingman, AZ, USA",35.189442,-114.053009,163542,23.42,0.03
"San Clemente, CA, USA",33.426971,-117.611992,64293,18.36,0.75
"Billings, MT, USA",45.787636,-108.489304,117116,45.29,0.11
"Dunwoody, GA, USA",33.946213,-84.334648,51683,13.03,0.22
"Buffalo, NY, USA",42.88023,-78.878738,278349,40.38,12.1
"Pensacola, FL, USA",30.433283,-87.240372,54312,22.76,18.36
"Denver, CO, USA",39.742043,-104.991531,715522,153.075,1.651
"Edmond, OK, USA",35.657295,-97.478256,94428,84.44,3.1
"Stratford, CT, USA",41.18454,-73.133163,52355,17.6,2.3
"Compton, CA, USA",33.895847,-118.22007,95740,10.03,0.09
"Georgetown, TX, USA",30.633263,-97.677986,67176,57.33,2.3
"Cooper City, FL, USA",26.05731,-80.271713,67176,57.33,2.3
"Carmel, Indiana, US",39.978371,-86.118042,2021100777,49.09,1.08
"Pearland, TX, USA",29.563902,-95.28511,125828,48.66,0.17
"Lakeland, FL, USA",28.039465,-81.949806,112641,66.29,9.01
"Lafayette, IN, USA",40.416702,-86.87529,70783,29.38,
"Palm Coast, FL, USA",29.584452,-81.20787,89258,95.37,1.2
"St. Louis, MO, USA",38.627003,-90.199402,301578,61.72,4.45
"Everett, WA, USA",47.982567,-122.193375,110629,33.19,14.71
"Lake Forest, CA, USA",33.650066,-117.6931,85858,16.71,0.08
"Olathe, KS, USA",38.881397,-94.81913,141290,61.63,0.76
"Roanoke, VA, USA",37.270969,-79.941429,100011,42.52,0.33
"West Hartford, CT, USA",41.762085,-72.742012,64083,21.9,0.4
"Renton, WA, USA",47.48288,-122.217064,106785,23.47,1.76
"Rohnert Park, CA, USA",38.339638,-122.701096,106785,23.47,1.76
"Nashville, TN, USA",36.174465,-86.76796,715884,504.03,21.91
"Fort Lauderdale, FL, USA",26.122438,-80.137314,182760,34.59,1.71
"Pompano Beach, FL, USA",26.247236,-80.106125,112046,24.02,0.67
"Winston-Salem, NC, USA",36.099861,-80.244217,249545,133.53,1.21
"Sunnyvale, CA, USA",37.368832,-122.036346,155805,22.06,0.72
"Shoreline, WA, USA",47.755653,-122.341515,58608,11.63,0.8
"Eagan, MN, USA",44.804131,-93.166885,58608,11.63,0.8
"Orem, Utah, the US",40.296898,-111.694649,981291,18.57,0.0
"Riverside, CA, USA",33.95335,-117.396156,981291,18.57,0.0
"Milwaukee, WI, USA",43.038902,-87.906471,577222,96.18,0.63
"Iowa City, IA, USA",41.661129,-91.530167,74828,25.65,0.54
"Gardena, CA, USA",33.893787,-118.307991,58829,5.83,0.04
"Lincoln, NE, USA",40.806862,-96.681679,291082,99.09,1.36
"Charleston, SC, USA",32.776566,-79.930923,150227,115.03,20.48
"Bossier City, LA, USA",32.515984,-93.732124,62701,43.85,1.17
"Hyattsville, MD, USA",38.955944,-76.945534,62701,43.85,1.17
"Pueblo, CO, USA",38.276463,-104.604607,111876,55.382,0.701
"Greensboro, NC, USA",36.044659,-79.766235,299035,131.41,5.24
"Enid, OK, USA",36.395588,-97.878387,51308,73.94,0.08
"Seattle, WA, USA",47.608013,-122.335167,737015,83.99,58.08
"Port St. Lucie, FL, USA",27.29369,-80.353317,737015,83.99,58.08
"Cleveland, OH, USA",41.505493,-81.68129,372624,77.73,4.75
"Hartford, CT, USA",41.76371,-72.685097,121054,17.38,0.68
"Grand Junction, CO, USA",39.071445,-108.549728,65560,39.634,0.443
"Hialeah, FL, USA",25.857595,-80.278107,223109,21.58,1.24
"Tucson, AZ, USA",32.25346,-110.911789,542629,241.01,0.32
"Southaven, MS, USA",34.988983,-90.012589,54648,41.33,0.2
"Santa Ana, CA, USA",33.745571,-117.867836,54648,41.33,0.2
"Mesa, AZ, USA",33.424564,-111.833267,504258,138.79,0.62
"Wichita Falls, TX, USA",33.930828,-98.484879,104553,72.01,0.02
"Tulsa, OK, USA",36.15398,-95.992775,413066,197.76,4.09
"Texarkana, AR, USA",33.441792,-94.037689,413066,197.76,4.09
"Lakewood Township, NJ, USA",40.087528,-74.208183,135158,24.68,0.4
"Anaheim, CA, USA",33.835293,-117.914505,346824,50.27,0.61
"Mableton, GA, USA",33.818718,-84.582436,346824,50.27,0.61
"Milford, CT, USA",41.230698,-73.064034,50558,21.91,3.23
"Logan Square, Chicago, IL, USA",41.923122,-87.70929,71665,21.91,3.23
"Haverhill, MA, USA",42.776199,-71.077278,67787,33.04,2.66
"Brockton, MA, USA",42.083431,-71.018379,105643,21.33,0.18
"Duluth, MN, USA",46.786671,-92.100487,86697,71.66,8.5
"Wylie, TX, USA",33.015572,-96.536346,57526,22.06,15.23
"Oshkosh, WI, USA",44.034294,-88.547745,57526,22.06,15.23
"Scottsdale, AZ, USA",33.501324,-111.925278,241361,184.0,0.44
"Chandler, Arizona, USA",33.307575,-111.84494,275987,65.48,0.07
"Fort Lauderdale, FL, USA",26.139412,-80.133591,182760,34.59,1.71
"Schaumburg, IL, USA",42.03336,-88.083405,182760,34.59,1.71
"Shreveport, LA, USA",32.523659,-93.763504,187593,108.14,
"Ozark, Arkansas, USA",35.489746,-93.824272,187593,108.14,
"Kingsport, TN, USA",36.548435,-82.561821,55442,52.6,0.92
"Huntsville, AL, USA",34.738228,-86.601791,215006,219.34,1.49
"Glendale, AZ, USA",33.548264,-112.191696,248325,64.68,0.41
"Carlsbad, CA, USA",33.158092,-117.350594,114746,37.77,1.3
"Attleboro, MA, USA",41.944546,-71.285606,114746,37.77,1.3
"Santa Maria, CA, USA",34.963623,-120.424576,109707,22.81,0.61
"Columbus, IN, USA",39.201439,-85.921379,50474,28.41,0.34
"Union, NJ, USA",40.702503,-74.261398,68589,1.29,0.0
"Moore, OK, USA",35.339508,-97.486702,62793,22.09,0.25
"El Paso, TX, USA",31.772543,-106.460953,678815,258.43,0.82
"Fresno, CA, USA",36.746841,-119.772591,542107,114.79,1.21
"Oxford, AL, USA",33.614269,-85.834969,542107,114.79,1.21
"South Gate, CA, USA",33.956032,-118.211349,92726,7.24,0.12
"Fort Worth, TX, USA",32.768799,-97.309341,918915,347.27,8.28
"Methuen, Massachusetts, USA",42.7262,-71.190895,53059,22.21,0.78
"Albuquerque, NM, USA",35.106766,-106.629181,564559,187.27,1.68
"Elizabeth, NJ, USA",40.666058,-74.200974,137298,12.32,1.32
"Sammamish, WA, USA",47.618198,-122.054672,67455,20.42,3.61
"Alexandria, VA, USA",38.82045,-77.050552,159467,14.93,0.41
"Chino Hills, California, the US",33.989819,-117.732582,159467,14.93,0.41
"Orlando, FL, USA",28.538336,-81.379234,307573,110.85,8.23
"Fort Wayne, IN, USA",41.093842,-85.139236,265974,110.57,0.22
"Wichita, KS, USA",37.697948,-97.314835,397532,161.99,4.53
"Peoria, Il, USA",40.703545,-89.579086,113150,47.97,2.58
"Lancaster, PA, USA",40.044437,-76.306229,58039,7.23,0.12
"Chester, PA, USA",39.853886,-75.358658,326051,4.83,1.17
"Baltimore, MD, USA",39.299236,-76.609383,585708,80.95,11.1
"Chicago, IL, USA",41.881832,-87.623177,2746388,227.73,6.8
"New York City, NY, USA",40.73061,-73.935242,8804190,300.46,171.97
"Savannah, GA, USA",32.076176,-81.088371,147780,108.5,4.77
"Minnetonka, MN, USA",44.921185,-93.46875,53781,26.91,1.04
"Cedar City, UT, USA",37.680492,-113.061722,352353,35.86,0.08
"Allentown, Pennsylvania, USA",40.610306,-75.477104,125845,17.56,0.44
"Chicopee, Massachusetts, USA",42.155258,-72.60006,55560,22.91,0.97
"Broken Arrow, OK, USA",36.056561,-95.783516,113540,62.96,0.58
"Los Angeles, CA, USA",34.052235,-118.243683,3898747,469.49,32.06
"Sacramento, CA, USA",38.590576,-121.489906,524943,97.68,2.09
"Bellingham, WA, USA",48.769768,-122.485886,91482,28.14,2.37
"Fullerton, CA, USA",33.876118,-117.92141,143617,22.42,0.01
"Honolulu, HI, USA",21.315603,-157.858093,35096456,60.5,7.9
"Sarasota, FL, USA",27.341274,-82.528267,54842,14.7,9.39
"Downey, CA, USA",33.945068,-118.12809,114355,12.41,0.16
"Clearwater, FL, USA",27.972572,-82.796745,117292,26.13,9.79
"Bowie, MD, USA",39.013313,-76.776924,58329,20.44,0.11
"Pompano Beach, FL, USA",26.24354,-80.122948,112046,24.02,0.67
"Kalamazoo, MI, USA",42.299152,-85.591736,73598,24.69,0.45
"Federal Way, WA, USA",47.322323,-122.312622,101030,22.3,1.41
"Enid, OK, USA",36.395588,-97.878387,51308,73.94,0.08
"Palm Bay, FL, USA",28.040169,-80.59433,119760,86.42,3.18
"Las Vegas, NV, USA",36.18811,-115.176468,641903,141.85,0.05
"Redlands, CA, USA",34.055569,-117.182541,73168,35.98,0.26
"Independence, MO, USA",39.091118,-94.415504,123011,77.97,0.45
"Lebanon, IN, USA",40.052059,-86.470642,123011,77.97,0.45
"Hyattsville, MD, USA",38.956341,-76.941719,123011,77.97,0.45
"Salem, OR, USA",44.944099,-123.040283,175535,48.91,0.55
"Rio Rancho, NM, USA",35.226997,-106.675461,104046,103.36,0.26
"Charlotte, NC, USA",35.227085,-80.843124,874579,310.02,1.98
"Charleston, SC, USA",32.784618,-79.940918,150227,115.03,20.48
"Stockton, CA, USA",37.961632,-121.275604,320804,62.17,3.08
"Beaumont, TX, USA",30.081987,-94.118637,115282,82.46,
"Oxnard, CA, USA",34.196411,-119.170898,202063,26.53,12.62
"Santa Fe, NM, USA",35.691544,-105.944183,87505,52.23,0.11
"Lubbock, TX, USA",33.576698,-101.855072,260993,134.6,1.24
"Hubbard, OH, USA",41.150429,-80.569885,260993,134.6,1.24
"Topeka, KS, USA",39.056198,-95.695312,126587,61.44,1.31
"Santa Rosa, CA, USA",38.44466,-122.720306,178127,42.52,0.17
"Waverly, IA, USA",42.727947,-92.469452,178127,42.52,0.17
"St. Cloud, FL, USA",28.248901,-81.281181,58964,25.49,0.04
"Menifee, CA, USA",33.680984,-117.1707,102527,46.48,0.15
"Longview, TX, USA",32.514885,-94.737236,81683,55.83,0.1
"Sacramento, CA, USA",38.575764,-121.478851,524943,97.68,2.09
"Reno, NV, USA",39.530895,-119.814972,264165,108.86,
"Simi Valley, CA, USA",34.269447,-118.781479,126356,41.54,0.71
"Colorado Springs, CO, USA",38.859055,-104.813499,478961,195.399,0.362
"Scranton, PA, USA",41.411835,-75.665245,76328,25.31,0.23
"Laredo, TX, USA",27.506748,-99.502914,255205,106.49,1.47
"Kelso, WA, USA",46.147106,-122.907677,255205,106.49,1.47
"Colton, CA, USA",34.075127,-117.30909,53909,15.55,0.51
"Bayonne, NJ, USA",40.668713,-74.114311,71686,5.82,5.4
"Fort Myers, FL, USA",26.640629,-81.872307,86395,39.84,9.2
"Allentown, PA, USA",40.613953,-75.477791,125845,17.56,0.44
"Greenwood, IN, USA",39.614944,-86.105606,63830,27.91,0.0
"Chesapeake, VA, USA",36.779591,-76.288376,249422,338.51,12.44
"Spanish Fork, UT, USA",40.114956,-111.654922,249422,338.51,12.44
"Corpus Christi, TX, USA",27.800583,-97.396378,317863,160.63,328.1
"Wooster, OH, USA",40.818714,-81.946564,317863,160.63,328.1
"Pittsburgh, PA, USA",40.440624,-79.995888,302971,55.38,2.97
"Baytown, TX, USA",29.733303,-94.978134,83701,36.91,1.08
"Vallejo, CA, USA",38.104088,-122.256638,126090,30.5,18.27
"Oklahoma City, OK, USA",35.481918,-97.508469,681054,606.48,14.31
"Highland Park, IL, USA",42.190166,-87.786697,681054,606.48,14.31
"St Joseph, MO, USA",39.766853,-94.834152,72473,44.04,0.79
"Denton, TX, USA",33.21484,-97.133064,139869,96.35,1.6
"Salt Lake City, UT, USA",40.758701,-111.876183,200133,110.34,0.47
"Suffolk, VA, USA",36.73283,-76.579002,94324,399.16,29.75
"Knoxville, TN, USA",35.964668,-83.926453,190740,98.73,5.52
"Saint Paul, MN, USA",44.954445,-93.091301,311527,51.97,4.13
"Toledo, OH, USA",41.651031,-83.541939,268508,80.49,3.34
"Ann Arbor, MI, USA",42.279594,-83.732124,123851,28.22,0.87
"Anderson, IN, USA",40.109589,-85.676964,54788,41.6,0.11
"San Francisco, CA, USA",37.773972,-122.431297,815201,46.9,184.99
"Boise, ID, USA",43.618881,-116.215019,235684,84.03,0.97
"Hollywood, FL, USA",26.01128,-80.142967,153067,27.25,3.52
"Albany, NY, USA",42.65258,-73.756233,99224,21.4,0.53
"San Antonio, TX, USA",29.424349,-98.491142,1434625,498.85,5.79
"Detroit, MI, USA",42.331429,-83.045753,639111,138.73,4.16
"Concord, NC, USA",35.408752,-80.579514,105240,64.0,0.04
"Trenton, NJ, USA",40.217052,-74.742935,90871,7.61,0.6
"Lakewood, WA, USA",47.171764,-122.518456,63612,17.06,1.83
"Yuba City, CA, USA",39.136986,-121.607841,70117,14.9,0.08
"Southfield, MI, USA",42.475136,-83.221275,76618,26.25,0.01
"San Francisco, CA, USA",37.733795,-122.446747,815201,46.9,184.99
